mlsno,area,soldprice,solddate,type,style,bdrm,wshrm,latitude,longitude,house_condo,maint,aptno,address
W3781590,City Centre,340000,2017-05-03,Condo Apt,Apartment,1,1,43.5864613,-79.6470138,condo,387.51,2805,"4070 Confederation Pkwy, Mississauga"
W3783194,City Centre,362000,2017-05-03,Condo Apt,Apartment,1,1,43.5955399,-79.6338394,condo,543.02,2208,"90 Absolute Ave, Mississauga"
W3782543,East Credit,635000,2017-05-03,Condo Townhouse,2-Storey,3,3,43.5954183,-79.6764891,condo,375,92,"5223 Fairford Cres, Mississauga"
W3782423,Clarkson,811000,2017-05-03,Semi-Detached,Bungalow-Raised,3,2,43.5045979,-79.6504196,house,,,"2595 Sherhill Dr, Mississauga"
W3783934,City Centre,435000,2017-05-03,Condo Apt,Apartment,2,2,43.5956374,-79.6348433,condo,569.94,2503,"80 Absolute Ave, Mississauga"
W3784443,Central Erin Mills,1410000,2017-05-03,Detached,2-Storey,4,4,43.5741615,-79.7000042,house,,,"1860 Melody Dr, Mississauga"
W3785642,Lorne Park,3500000,2017-05-03,Detached,2 1/2 Storey,4,6,43.5513533,-79.6034033,house,,,"1357 Mississauga Rd, Mississauga"
W3786215,Hurontario,385000,2017-05-03,Condo Apt,Apartment,1,1,43.6061403,-79.6542717,condo,389.7,1503,"55 Eglinton Ave, Mississauga"
W3786963,Mineola,1102000,2017-05-03,Detached,Bungalow-Raised,3,2,43.5687455,-79.5794124,house,,,"395 Atwater Ave, Mississauga"
W3788272,Lakeview,760000,2017-05-03,Detached,2-Storey,4,3,43.5821044,-79.5687498,house,,,"1326 Meredith Ave, Mississauga"
W3771219,Meadowvale Village,605100,2017-05-03,Condo Townhouse,2-Storey,3,3,43.6373047,-79.7352436,condo,204,294,"7360 Zinnia Pl, Mississauga"
W3762020,Central Erin Mills,1062000,2017-05-02,Detached,2-Storey,4,4,43.5487206,-79.706833,house,,,"4416 Romfield Cres, Mississauga"
W3762766,East Credit,1215000,2017-05-02,Detached,2-Storey,4,4,43.5871853,-79.6741985,house,,,"4636 Wainscot Dr, Mississauga"
W3763242,Streetsville,615000,2017-05-02,Condo Townhouse,3-Storey,2,3,43.6050436,-79.7304013,condo,127.55,49,"6625 Falconer Dr, Mississauga"
W3765470,City Centre,375500,2017-05-02,Condo Apt,Apartment,2,1,43.5944944,-79.6351873,condo,589.76,2602,"60 Absolute Ave, Mississauga"
W3764972,Rathwood,549000,2017-05-02,Condo Townhouse,Multi-Level,3,3,43.6340919,-79.5982765,condo,506.69,1,"1764 Rathburn Rd, Mississauga"
W3765586,Sheridan,2000000,2017-05-02,Detached,2-Storey,4,5,43.5381201,-79.654627,house,,,"2279 Prince John Blvd, Mississauga"
W3770302,Erin Mills,379000,2017-05-02,Condo Apt,Apartment,2,2,43.5454142,-79.6846882,condo,748.5,305,"2177 Burnhamthorpe Rd, Mississauga"
W3767281,Churchill Meadows,473800,2017-05-02,Condo Townhouse,Stacked Townhse,2,2,43.546467,-79.7188277,condo,203.55,274,"4975 Southampton Dr, Mississauga"
W3766886,East Credit,664000,2017-05-02,Att/Row/Twnhouse,2-Storey,3,3,43.618563,-79.709236,house,,,"878 Delgado Dr, Mississauga"
W3768819,City Centre,400000,2017-05-02,Condo Apt,Apartment,2,2,43.5890215,-79.6309538,condo,635.36,503,"3515 Kariya Dr, Mississauga"
W3770957,East Credit,600000,2017-05-02,Condo Townhouse,3-Storey,3,2,43.5816159,-79.682475,condo,375,7,"5031 East Mill Rd, Mississauga"
W3769819,City Centre,850000,2017-05-02,Condo Townhouse,3-Storey,3,3,43.5845083,-79.6468418,condo,342.65,46,"778150 Parkside Village Dr, Mississauga"
W3768998,Lakeview,1295000,2017-05-02,Detached,2-Storey,4,5,43.5820164,-79.5643245,house,,,"1234 Strathy Ave, Mississauga"
W3771405,City Centre,329000,2017-05-02,Condo Apt,Apartment,1,1,43.5949506,-79.6345102,condo,522,2107,"70 Absolute Ave, Mississauga"
W3771436,Malton,675000,2017-05-02,Semi-Detached,Bungalow,3,2,43.7108844,-79.6500619,house,,,"7298 Sills Rd, Mississauga"
W3774428,East Credit,842000,2017-05-02,Semi-Detached,2-Storey,3,4,43.5965671,-79.705612,house,,,"1327 Weir Chse, Mississauga"
W3772957,Rathwood,1062500,2017-05-02,Detached,2-Storey,4,4,43.6343143,-79.6072261,house,,,"1693 Copseholm Tr, Mississauga"
W3775720,Cooksville,370000,2017-05-02,Condo Apt,Apartment,2,2,43.5838644,-79.6162197,condo,686.78,304,"3100 Kirwin Ave, Mississauga"
W3775555,Lisgar,415000,2017-05-02,Condo Townhouse,2-Storey,2,1,43.5830385,-79.7761216,condo,238.54,103,"6950 Tenth Line, Mississauga"
W3775376,Meadowvale Village,810000,2017-05-02,Semi-Detached,2-Storey,3,4,43.6244849,-79.7492165,house,,,"1693 Samuelson Circ, Mississauga"
W3775047,Cooksville,760000,2017-05-02,Semi-Detached,Bungalow-Raised,3,4,43.5619912,-79.625113,house,,,"2381 Culver Way, Mississauga"
W3774996,Meadowvale,805000,2017-05-02,Detached,2-Storey,3,3,43.5854318,-79.7750212,house,,,"3142 Cambourne Cres, Mississauga"
W3774539,Meadowvale,1001121,2017-05-02,Detached,2-Storey,4,4,43.5676932,-79.7460571,house,,,"6071 Edenwood Dr, Mississauga"
W3777389,Mississauga Valleys,341000,2017-05-02,Condo Apt,Apartment,2,2,43.5996493,-79.6270184,condo,823.87,610,"1300 Mississauga Valley Blvd, Mississauga"
W3776365,Lisgar,706000,2017-05-02,Att/Row/Twnhouse,2-Storey,3,3,43.5664092,-79.760385,house,,,"3366 Nighthawk Tr, Mississauga"
W3777773,Meadowvale Village,650000,2017-05-02,Att/Row/Twnhouse,2-Storey,3,4,43.6361037,-79.7267721,house,,,"789 Avocado Cres, Mississauga"
W3777506,Streetsville,857500,2017-05-02,Detached,Bungalow-Raised,3,2,43.6015964,-79.7270101,house,,,"4 Kenninghall Blvd, Mississauga"
W3776804,Lorne Park,770000,2017-05-02,Att/Row/Twnhouse,2-Storey,3,3,43.5376776,-79.6017384,house,,,"638 Sweetwater Pl, Mississauga"
W3779059,Erindale,850000,2017-05-02,Detached,Bungalow-Raised,3,3,43.5602805,-79.6484818,house,,,"3182 Ibbetson Cres, Mississauga"
W3777830,Cooksville,930100,2017-05-02,Detached,Backsplit 3,3,2,43.586253,-79.6024021,house,,,"411 Targa Rd, Mississauga"
W3780398,Hurontario,313000,2017-05-02,Condo Townhouse,Stacked Townhse,2,2,43.6156583,-79.6594096,condo,550,622,"95 Trailwood Dr, Mississauga"
W3779868,City Centre,330000,2017-05-02,Condo Apt,Apartment,1,1,43.5864613,-79.6470138,condo,387.51,4205,"4070 Confederation Pkwy, Mississauga"
W3778688,Streetsville,458500,2017-05-02,Condo Townhouse,2-Storey,3,2,43.60712,-79.729091,condo,341,82,"6650 Falconer Dr, Mississauga"
W3778848,Streetsville,903000,2017-05-02,Detached,Bungalow,3,2,43.590853,-79.7237438,house,,,"27 Matlock Ave, Mississauga"
W3778071,Lakeview,1125000,2017-05-02,Detached,2-Storey,4,4,43.5891597,-79.5754303,house,,,"1629 Ogden Ave, Mississauga"
W3778280,Sheridan,1100000,2017-05-02,Detached,2-Storey,4,3,43.5440109,-79.6275068,house,,,"1140 Fleet St, Mississauga"
W3780523,City Centre,348000,2017-05-02,Condo Apt,Apartment,1,1,43.5908484,-79.6320084,condo,319.86,405,"33 Elm Dr, Mississauga"
W3780556,Lakeview,395000,2017-05-02,Condo Apt,Apartment,3,2,43.5706879,-79.569986,condo,884,411,"1100 Caven St, Mississauga"
W3779982,Central Erin Mills,640000,2017-05-02,Condo Townhouse,2-Storey,3,4,43.5557495,-79.7034095,condo,416.85,26,"2275 Credit Valley Rd, Mississauga"
W3780613,Meadowvale Village,850000,2017-05-02,Semi-Detached,2-Storey,3,3,43.6194872,-79.7390097,house,,,"1477 Inuit Tr, Mississauga"
W3780734,Churchill Meadows,830000,2017-05-02,Semi-Detached,2-Storey,4,4,43.5641299,-79.7398376,house,,,"3041 Owls Foot Dr, Mississauga"
W3780345,Mineola,1750000,2017-05-02,Detached,Bungalow,3,3,43.5718945,-79.5942384,house,,,"201 Radley Rd, Mississauga"
W3781742,Hurontario,1050000,2017-05-02,Detached,2-Storey,4,4,43.5996442,-79.6680823,house,,,"459 Ceremonial Dr, Mississauga"
W3782265,City Centre,333000,2017-05-02,Condo Apt,Apartment,1,1,43.58639398,-79.64674294,condo,387.51,4006,"4070 Confederation Pkwy, Mississauga"
W3782804,Mississauga Valleys,648000,2017-05-02,Semi-Detached,Backsplit 5,4,2,43.5950317,-79.6099931,house,,,"499 Lana Terr, Mississauga"
W3785791,Applewood,915000,2017-05-02,Detached,Sidesplit 3,3,2,43.6077282,-79.597637,house,,,"1093 Flagship Dr, Mississauga"
W3785361,Applewood,980000,2017-05-02,Detached,Backsplit 4,4,2,43.607941,-79.6103001,house,,,"3515 Burningelm Cres, Mississauga"
W3786051,Hurontario,380000,2017-05-02,Condo Apt,Apartment,1,1,43.6023793,-79.6500328,condo,487.81,1213,"50 Kingsbridge Garden Circ, Mississauga"
W3769819,City Centre,850000,2017-05-02,Condo Townhouse,3-Storey,3,3,43.5845083,-79.6468418,condo,342.65,46,"778150 Parkside Village Dr, Mississauga"
W3745934,Mineola,3200000,2017-05-01,Detached,2-Storey,5,6,43.5605451,-79.5982984,house,,,"172 Indian Valley Tr, Mississauga"
W3755183,Hurontario,1105000,2017-05-01,Detached,2 1/2 Storey,4,5,43.6131562,-79.6573446,house,,,"104 Palomino Dr, Mississauga"
W3760547,Erindale,665000,2017-05-01,Semi-Detached,2-Storey,3,2,43.5642901,-79.6561935,house,,,"3569 Ellengale Dr, Mississauga"
W3760538,Mineola,1550000,2017-05-01,Detached,2-Storey,4,4,43.5605963,-79.5826257,house,,,"120 Troy St, Mississauga"
W3762487,Applewood,310000,2017-05-01,Condo Townhouse,2-Storey,2,2,43.6200526,-79.5958116,condo,703,412,"1335 Williamsport Dr, Mississauga"
W3765797,Meadowvale,565000,2017-05-01,Condo Townhouse,2-Storey,3,2,43.5756259,-79.7405234,condo,288,36,"2755 Windwood Dr, Mississauga"
W3767077,City Centre,349000,2017-05-01,Condo Apt,Apartment,1,2,43.5886878,-79.6492378,condo,502,,"385 Prince Of Wales Dr Dr, Mississauga"
W3767748,City Centre,480000,2017-05-01,Condo Apt,Apartment,2,2,43.5859356,-79.6471487,condo,621.55,2206,"4065 Brickstone Mews, Mississauga"
W3768343,Fairview,491000,2017-05-01,Condo Apt,Apartment,2,2,43.5890215,-79.6309538,condo,646.48,3601,"3515 Kariya Dr, Mississauga"
W3768599,Applewood,695000,2017-05-01,Condo Townhouse,3-Storey,3,3,43.6064762,-79.5902218,condo,93,132,"1168 Arena Rd, Mississauga"
W3770361,Lakeview,900000,2017-05-01,Condo Apt,Apartment,2,2,43.591294,-79.5609068,condo,1070,1605,"1400 Dixie Rd, Mississauga"
W3770619,Cooksville,295000,2017-05-01,Condo Apt,Apartment,1,1,43.5711331,-79.6023123,condo,560,411,"2091 Hurontario St, Mississauga"
W3772051,Hurontario,347000,2017-05-01,Condo Apt,Apartment,2,2,43.613243,-79.6600568,condo,690.62,212,"35 Trailwood Dr, Mississauga"
W3772335,Mississauga Valleys,390000,2017-05-01,Condo Apt,Apartment,3,2,43.589771,-79.625951,condo,534,1716,"50 Mississauga Valley Blvd, Mississauga"
W3773607,Applewood,523000,2017-05-01,Condo Townhouse,2-Storey,3,3,43.608395,-79.592444,condo,303.56,7,"1200 Gripsholm Rd, Mississauga"
W3773847,Clarkson,1080000,2017-05-01,Detached,Backsplit 4,3,3,43.513309,-79.6175762,house,,,"796 Perseden Rd, Mississauga"
W3774707,Central Erin Mills,612500,2017-05-01,Condo Townhouse,3-Storey,3,2,43.5617712,-79.7331791,condo,284,20,"2955 Thomas St, Mississauga"
W3774649,Erindale,760000,2017-05-01,Semi-Detached,Backsplit 4,4,2,43.5601529,-79.6585912,house,,,"3389 Kelowna Crt, Mississauga"
W3774923,Meadowvale,875000,2017-05-01,Detached,2-Storey,3,3,43.590841,-79.777372,house,,,"7237 Corrine Cres, Mississauga"
W3775520,Clarkson,1350000,2017-05-01,Detached,2-Storey,4,4,43.512018,-79.620524,house,,,"854 Fletcher Valley Cres, Mississauga"
W3776313,Mississauga Valleys,390500,2017-05-01,Condo Apt,Apartment,2,2,43.589771,-79.625951,condo,459.21,815,"50 Mississauga Valley Blvd, Mississauga"
W3777595,Mississauga Valleys,425000,2017-05-01,Condo Apt,Apartment,2,2,43.591738,-79.6309947,condo,833.59,712,"3590 Kaneff Cres, Mississauga"
W3779369,East Credit,675000,2017-05-01,Semi-Det Condo,3-Storey,3,3,43.596741,-79.7082996,condo,96,147,"1480 Britannia Rd, Mississauga"
W3776996,Lisgar,740000,2017-05-01,Att/Row/Twnhouse,2-Storey,4,3,43.5749723,-79.785197,house,,,"6985 Dunnview Crt, Mississauga"
W3776784,Streetsville,810000,2017-05-01,Condo Townhouse,3-Storey,3,3,43.5796943,-79.731672,condo,329.63,12,"2398 Britannia Rd, Mississauga"
W3776560,Rathwood,800000,2017-05-01,Semi-Detached,Bungalow,3,2,43.5998024,-79.6339117,house,,,"4122 Dursley Cres, Mississauga"
W3777227,Lorne Park,1752000,2017-05-01,Detached,Bungalow,3,3,43.5430442,-79.6173117,house,,,"981 Cresthampton Lane, Mississauga"
W3776186,Central Erin Mills,2100000,2017-05-01,Detached,2-Storey,4,5,43.5657772,-79.704926,house,,,"5119 Montclair Dr, Mississauga"
W3779191,Cooksville,360000,2017-05-01,Comm Element Condo,Apartment,2,1,43.5802329,-79.6241532,condo,0,814,"145 Hillcrest Ave, Mississauga"
W3779903,Mississauga Valleys,558000,2017-05-01,Condo Townhouse,2-Storey,3,3,43.59932128,-79.61012167,condo,336,24,"3345 Silverado Dr, Mississauga"
W3778052,Rathwood,620100,2017-05-01,Condo Townhouse,2-Storey,3,2,43.6106849,-79.630521,condo,390,38,"525 Meadows Blvd, Mississauga"
W3779767,Lisgar,870000,2017-05-01,Detached,2-Storey,4,3,43.571579,-79.7613749,house,,,"6433 Warbler Lane, Mississauga"
W3778680,Churchill Meadows,910000,2017-05-01,Detached,2-Storey,3,3,43.5489176,-79.7461309,house,,,"3891 Swiftdale Dr, Mississauga"
W3778610,Lakeview,1168000,2017-05-01,Detached,2-Storey,3,4,43.582828,-79.574108,house,,,"890 Ninth St, Mississauga"
W3779289,Erin Mills,1125000,2017-05-01,Detached,2-Storey,4,4,43.5234912,-79.6919777,house,,,"3351 Turnstone Cres, Mississauga"
W3778897,Lorne Park,1725000,2017-05-01,Detached,2-Storey,4,4,43.5318529,-79.6090282,house,,,"1035 Lorne Park Rd, Mississauga"
W3780475,City Centre,455000,2017-05-01,Condo Apt,Apartment,1,2,43.5877598,-79.6457366,condo,527.15,1504,"4080 Living Arts Dr, Mississauga"
W3779931,Meadowvale Village,981000,2017-05-01,Detached,2-Storey,4,3,43.6220444,-79.741057,house,,,"7202 Lulworth Crt, Mississauga"
W3781466,Hurontario,402000,2017-05-01,Condo Apt,Apartment,2,2,43.613243,-79.6600568,condo,701.47,1218,"35 Trailwood Dr, Mississauga"
W3781458,Churchill Meadows,485000,2017-05-01,Condo Townhouse,Stacked Townhse,2,3,43.5591369,-79.7370117,condo,204.4,19,"5625 Oscar Peterson Blvd, Mississauga"
W3781539,Central Erin Mills,850000,2017-05-01,Semi-Detached,2-Storey,3,4,43.5716524,-79.7178547,house,,,"5545 Northrise Rd, Mississauga"
W3781991,City Centre,361000,2017-05-01,Condo Apt,Apartment,1,1,43.5886878,-79.6492378,condo,442.12,2601,"385 Prince Of Wales Dr, Mississauga"
W3781996,Erindale,760000,2017-05-01,Semi-Detached,Bungalow,3,2,43.5638816,-79.6636212,house,,,"1311 Freeport Dr, Mississauga"
W3782287,City Centre,358000,2017-05-01,Condo Apt,Apartment,1,1,43.5895049,-79.6479385,condo,399,1909,"365 Prince Of Wales Dr, Mississauga"
W3783933,Hurontario,433000,2017-05-01,Condo Apt,Apartment,2,2,43.6116151,-79.6495647,condo,553.07,513,"220 Forum Dr, Mississauga"
W3763081,Malton,355000,2017-04-30,Condo Apt,Other,3,2,43.715948,-79.6302286,condo,635.86,#305,"3577 Derry Rd, Mississauga"
W3762562,City Centre,315000,2017-04-30,Condo Apt,Apartment,1,1,43.5949126,-79.6357361,condo,544,1504,"50 Absolute Ave, Mississauga"
W3767679,City Centre,427500,2017-04-30,Condo Apt,Apartment,2,1,43.5859356,-79.6471487,condo,519.66,3708,"4065 Brickstone Mews, Mississauga"
W3766812,East Credit,907000,2017-04-30,Detached,2-Storey,3,4,43.5948863,-79.7038499,house,,,"5939 Mersey St, Mississauga"
W3769739,Lorne Park,865000,2017-04-30,Detached,2-Storey,3,3,43.5248872,-79.6186953,house,,,"1469 Ithaca Crt, Mississauga"
W3771241,Meadowvale,325000,2017-04-30,Condo Apt,Apartment,2,1,43.579609,-79.7575256,condo,658.19,1103,"2900 Battleford Rd, Mississauga"
W3772083,Rathwood,902000,2017-04-30,Detached,2-Storey,4,3,43.6302554,-79.6067517,house,,,"4261 Hartfield Grve, Mississauga"
W3772085,Central Erin Mills,1830000,2017-04-30,Detached,2-Storey,5,4,43.5628198,-79.7076737,house,,,"4879 Forest Hill Dr, Mississauga"
W3770896,Lorne Park,2360000,2017-04-30,Detached,Bungalow-Raised,4,4,43.552651,-79.6025426,house,,,"1357 Nocturne Crt, Mississauga"
W3774226,Erindale,280000,2017-04-30,Condo Townhouse,2-Storey,3,2,43.5597452,-79.6449754,condo,634.64,110,"1055A Forestwood Dr, Mississauga"
W3772930,Erindale,690000,2017-04-30,Condo Townhouse,2-Storey,3,3,43.5557107,-79.6443753,condo,160,#77,"1128 Dundas St, Mississauga"
W3773031,Erin Mills,735000,2017-04-30,Semi-Detached,Backsplit 4,3,2,43.5388118,-79.6770502,house,,,"2201 Council Ring Rd, Mississauga"
W3773385,Lisgar,790000,2017-04-30,Detached,2-Storey,3,3,43.5781254,-79.7867032,house,,,"7080 Rosehurst Dr, Mississauga"
W3774420,Meadowvale,975000,2017-04-30,Detached,2-Storey,3,4,43.5722815,-79.757968,house,,,"6375 Miller's Grve, Mississauga"
W3773962,Lakeview,1158000,2017-04-30,Detached,Bungalow,3,3,43.5941672,-79.562451,house,,,"1402 Londonderry Blvd, Mississauga"
W3773105,Erin Mills,1380000,2017-04-30,Detached,2-Storey,4,3,43.5344464,-79.6997922,house,,,"3678 East Park Crt, Mississauga"
W3774892,Erindale,600000,2017-04-30,Condo Townhouse,2-Storey,3,3,43.5555656,-79.6476874,condo,302.95,16,"3065 Lenester Dr, Mississauga"
W3778165,Central Erin Mills,600000,2017-04-30,Condo Townhouse,2-Storey,3,2,43.568927,-79.742292,condo,182.64,61,"5958 Greensboro Dr, Mississauga"
W3775668,Streetsville,625000,2017-04-30,Condo Townhouse,2-Storey,3,4,43.5787159,-79.7174298,condo,211.75,116,"86 Joymar Dr, Mississauga"
W3777025,Lisgar,705000,2017-04-30,Semi-Detached,2-Storey,3,3,43.5800796,-79.7928115,house,,,"3898 Milkwood Cres, Mississauga"
W3774898,Churchill Meadows,900000,2017-04-30,Semi-Detached,2-Storey,4,4,43.538261,-79.7321674,house,,,"3908 Stardust Dr, Mississauga"
W3774714,Mississauga Valleys,1100001,2017-04-30,Detached,Sidesplit 4,3,3,43.6015374,-79.6151482,house,,,"594 Hyacinthe Blvd, Mississauga"
W3774897,Lakeview,826888,2017-04-30,Condo Townhouse,3-Storey,3,3,43.5825279,-79.5592124,condo,170,1,"1127 Haig Blvd, Mississauga"
W3774691,Lisgar,1000000,2017-04-30,Detached,2-Storey,4,4,43.5862411,-79.7897885,house,,,"7447 Black Walnut Tr, Mississauga"
W3775580,Sheridan,1300000,2017-04-30,Detached,2-Storey,4,4,43.5322791,-79.6632656,house,,,"2490 Fifth Line, Mississauga"
W3774949,Meadowvale Village,1272000,2017-04-30,Detached,2-Storey,4,4,43.6242169,-79.7147485,house,,,"6756 Kazoo Crt, Mississauga"
W3775666,East Credit,1528000,2017-04-30,Detached,2-Storey,4,6,43.5811695,-79.6849352,house,,,"1418 Grist Mill Crt, Mississauga"
W3776612,City Centre,371500,2017-04-30,Condo Apt,Apartment,1,1,43.5908484,-79.6320084,condo,369.54,2208,"33 Elm Dr, Mississauga"
W3776363,Erin Mills,650000,2017-04-30,Att/Row/Twnhouse,2-Storey,3,3,43.5230543,-79.7002285,house,,,"3339 Fenwick Cres, Mississauga"
W3776611,Clarkson,750000,2017-04-30,Semi-Detached,Backsplit 3,3,2,43.507777,-79.6489912,house,,,"2485 Harman Crt, Mississauga"
W3776896,Applewood,1090100,2017-04-30,Detached,Backsplit 4,4,3,43.6019202,-79.6060706,house,,,"660 Netherton Cres, Mississauga"
W3776189,Churchill Meadows,1170000,2017-04-30,Detached,2-Storey,4,3,43.5631538,-79.7433166,house,,,"5847 Summerside Dr, Mississauga"
W3779700,Applewood,480000,2017-04-30,Condo Apt,Apartment,2,2,43.6162358,-79.5965691,condo,835,1203,"1333 Bloor St, Mississauga"
W3779409,Mississauga Valleys,550000,2017-04-30,Condo Townhouse,2-Storey,3,2,43.5947354,-79.6048523,condo,395,60,"600 Silver Creek Blvd, Mississauga"
W3779517,Rathwood,988500,2017-04-30,Detached,2-Storey,4,4,43.6125654,-79.6156812,house,,,"4051 Westminster Pl, Mississauga"
W3781230,Lakeview,500000,2017-04-30,Condo Townhouse,2-Storey,3,2,43.5913304,-79.5717804,condo,286.55,12,"1616 Haig Blvd, Mississauga"
W3781266,Clarkson,670000,2017-04-30,Semi-Detached,Backsplit 3,4,2,43.5094357,-79.6232082,house,,,"1945 Silverberry Cres, Mississauga"
W3780205,Churchill Meadows,805000,2017-04-30,Semi-Detached,2-Storey,3,3,43.5551753,-79.7436113,house,,,"3710 Thomas St, Mississauga"
W3781247,Hurontario,1110000,2017-04-30,Detached,2-Storey,4,5,43.6138435,-79.656883,house,,,"132 Palomino Dr, Mississauga"
W3781764,City Centre,445000,2017-04-30,Condo Apt,Apartment,2,2,43.6016237,-79.6472976,condo,909,1903,"4450 Tucana Crt, Mississauga"
W3783425,Erin Mills,510000,2017-04-30,Condo Apt,Apartment,2,2,43.5433846,-79.6658212,condo,937.68,504,"1700 The Collegeway , Mississauga"
W3785325,Clarkson,1050000,2017-04-30,Detached,2-Storey,4,2,43.5224125,-79.642013,house,,,"1979 Lenarthur Dr, Mississauga"
W3757754,Mineola,1075000,2017-04-29,Detached,Backsplit 3,4,2,43.57468279,-79.58075523,house,,,"1421 Garnet Ave, Mississauga"
W3768243,Erin Mills,835000,2017-04-29,Detached,Sidesplit 5,3,3,43.5381471,-79.6925623,house,,,"3423 Ash Row Cres, Mississauga"
W3766946,Lakeview,1055000,2017-04-29,Detached,1 1/2 Storey,2,3,43.5807863,-79.5566147,house,,,"1041 Haig Blvd, Mississauga"
W3769002,Hurontario,650000,2017-04-29,Condo Townhouse,3-Storey,3,3,43.6041429,-79.6460408,condo,108.67,33,"80 Acorn Pl, Mississauga"
W3770582,Erin Mills,935000,2017-04-29,Detached,Backsplit 4,3,3,43.5291883,-79.6850307,house,,,"2602 Council Ring Rd, Mississauga"
W3773945,Erin Mills,364900,2017-04-29,Condo Apt,Apartment,1,1,43.5564954,-79.7091531,condo,335.52,2509,"2560 Eglinton Ave, Mississauga"
W3771243,City Centre,402000,2017-04-29,Condo Apt,Apartment,2,2,43.58945,-79.6521712,condo,589.58,1508,"335 Rathburn Rd, Mississauga"
W3770784,Erindale,830000,2017-04-29,Detached,2-Storey,4,2,43.560571,-79.6488979,house,,,"3198 Ibbetson Cres, Mississauga"
W3773321,Malton,351000,2017-04-29,Condo Apt,Apartment,3,2,43.7144476,-79.6315045,condo,631.25,409,"3533 Derry Rd, Mississauga"
W3773621,Rathwood,618888,2017-04-29,Condo Townhouse,2-Storey,3,2,43.6106849,-79.630521,condo,390,7,"525 Meadows Blvd, Mississauga"
W3774750,Hurontario,749000,2017-04-29,Condo Townhouse,2-Storey,3,3,43.6022809,-79.654602,condo,360.56,58,"4635 Regents Terr, Mississauga"
W3773243,Clarkson,900000,2017-04-29,Detached,2-Storey,4,2,43.5233247,-79.6446781,house,,,"2011 Davebrook Rd, Mississauga"
W3774550,City Centre,390000,2017-04-29,Condo Apt,Apartment,1,2,43.5908484,-79.6320084,condo,365.71,2703,"33 Elm Dr, Mississauga"
W3775260,Cooksville,538000,2017-04-29,Condo Townhouse,Stacked Townhse,2,2,43.569546,-79.629386,condo,241.26,2,"599 Dundas St, Mississauga"
W3775552,Sheridan,1303000,2017-04-29,Detached,2-Storey,3,3,43.5348023,-79.6600035,house,,,"2946 Hammond Rd, Mississauga"
W3777703,Hurontario,375000,2017-04-29,Condo Apt,Apartment,1,1,43.6061496,-79.6545447,condo,389.7,708,"75 Eglinton Ave, Mississauga"
W3777052,Erin Mills,775000,2017-04-29,Semi-Detached,2-Storey,4,2,43.5410976,-79.7010078,house,,,"4063 Taffey Cres, Mississauga"
W3776320,Erin Mills,823000,2017-04-29,Detached,2-Storey,3,2,43.5382948,-79.704275,house,,,"4136 Chadburn Cres, Mississauga"
W3776374,Lorne Park,1250000,2017-04-29,Detached,2-Storey,4,4,43.5430942,-79.6213715,house,,,"1042 Vanier Dr, Mississauga"
W3776982,Sheridan,1450000,2017-04-29,Detached,2-Storey,4,4,43.536795,-79.635951,house,,,"2028 Portway Ave, Mississauga"
W3779080,Port Credit,1651000,2017-04-29,Condo Townhouse,3-Storey,3,4,43.555743,-79.577927,condo,631.4,,"111 St. Lawrence Dr, Mississauga"
W3779729,City Centre,550000,2017-04-29,Condo Apt,Apartment,2,2,43.5956374,-79.6348433,condo,664.63,3504,"80 Absolute Ave, Mississauga"
W3779242,Malton,470000,2017-04-29,Condo Townhouse,2-Storey,3,2,43.7265297,-79.6390876,condo,265,10,"7450 Darcel Ave, Mississauga"
W3778281,Malton,610000,2017-04-29,Detached,1 1/2 Storey,3,2,43.7084138,-79.6431065,house,,,"3105 Merritt Ave, Mississauga"
W3779249,Rathwood,1140000,2017-04-29,Detached,2-Storey,4,4,43.6402342,-79.5896309,house,,,"4138 Garnetwood Chse, Mississauga"
W3777987,Churchill Meadows,1152000,2017-04-29,Detached,2-Storey,4,4,43.5484102,-79.7254228,house,,,"5160 Dubonet Dr, Mississauga"
W3780766,Erindale,380000,2017-04-29,Condo Townhouse,2-Storey,3,2,43.5597452,-79.6449754,condo,634.64,#102,"1055A Forestwood Dr, Mississauga"
W3781269,East Credit,870000,2017-04-29,Semi-Detached,2-Storey,4,4,43.6050773,-79.7027545,house,,,"5850 Gant Cres, Mississauga"
W3781520,City Centre,339900,2017-04-29,Condo Apt,Apartment,2,2,43.5997256,-79.6383809,condo,756.41,1902,"4205 Shipp Dr, Mississauga"
W3781520,City Centre,343900,2017-04-29,Condo Apt,Apartment,2,2,43.5997256,-79.6383809,condo,756.41,1902,"4205 Shipp Dr, Mississauga"
W3777425,Hurontario,461700,2017-04-29,Condo Townhouse,Bungalow,2,2,43.6176207,-79.6649442,condo,454.16,261,"60 Barondale Dr, Mississauga"
W3754466,City Centre,410000,2017-04-28,Condo Apt,Apartment,1,1,43.5885461,-79.6315999,condo,416,3003,"3525 Kariya Dr, Mississauga"
W3764238,City Centre,385000,2017-04-28,Condo Apt,Apartment,2,2,43.5937004,-79.6310508,condo,715.87,Ph 7,"3695 Kaneff Cres, Mississauga"
W3765184,Applewood,415000,2017-04-28,Condo Apt,Apartment,2,1,43.6162358,-79.5965691,condo,784,111,"1333 Bloor St, Mississauga"
W3765160,City Centre,353500,2017-04-28,Condo Apt,Apartment,1,1,43.5949506,-79.6345102,condo,522,404,"70 Absolute Ave, Mississauga"
